"","ID","Date.Start","Time.Start","Date.End","Time.End","Date.Reported","Offense.Code","Offense.Descript","Internal.Code","Internal.Descript","Crime_Status","Offense.Level","Jurisdiction","Borough","Precinct","Premises.Direction","Premises.Descript","Park","NYCHA","X.Coord","Y.Coord","Lat","Long","LatLong"
"393961",617917290,"03/16/2015","01:00:00","03/16/2015","01:15:00","03/16/2015","107","BURGLARY",213,"BURGLARY,COMMERCIAL,NIGHT","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",9,"INSIDE","RESTAURANT/DINER","","","986,678","204,571",40.728184716,-73.991241277,"(40.728184716, -73.991241277)"
"393962",755878597,"03/16/2015","01:00:00","03/16/2015","07:00:00","03/16/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",10,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","983,910","211,837",40.748128416,-74.001228528,"(40.748128416, -74.001228528)"
"393965",814260938,"03/16/2015","00:50:00","03/16/2015","00:59:00","03/16/2015","347","INTOXICATED & IMPAIRED DRIVING",905,"INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",7,"","STREET","","","988,222","200,837",40.717935229,-73.985672762,"(40.717935229, -73.985672762)"
"393967",256730943,"03/16/2015","00:45:00","03/16/2015","00:52:00","03/16/2015","106","FELONY ASSAULT",106,"ASSAULT 2,1,PEACE OFFICER","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",34,"FRONT OF","STREET","","","1,003,133","249,705",40.852045557,-73.931745131,"(40.852045557, -73.931745131)"
"393969",665122612,"03/16/2015","00:30:00","03/16/2015","01:30:00","03/16/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","DRUG STORE","","","994,822","217,643",40.764058097,-73.961837361,"(40.764058097, -73.961837361)"
"393975",614577104,"03/16/2015","00:15:00","03/16/2015","01:00:00","03/16/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",17,"INSIDE","RESIDENCE - APT. HOUSE","","","992,029","213,332",40.7522284,-73.971924858,"(40.7522284, -73.971924858)"
"393980",525728171,"03/16/2015","00:05:00","03/16/2015","00:30:00","03/16/2015","344","ASSAULT 3 & RELATED OFFENSES",113,"MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",32,"","STREET","","","1,002,390","237,008",40.817197518,-73.934465185,"(40.817197518, -73.934465185)"
"5472429",514543519,"03/16/2015","20:53:00","03/24/2015","16:48:00","03/28/2016","112","THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","COMMERCIAL BUILDING","","","994,442","220,594",40.772158273,-73.963204656,"(40.772158273, -73.963204656)"
"5574195",976192659,"03/16/2015","17:00:00","","","01/06/2016","125","NYS LAWS-UNCLASSIFIED FELONY",847,"NY STATE LAWS,UNCLASSIFIED FEL","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",5,"INSIDE","COMMERCIAL BUILDING","","","983,903","200,257",40.716344152,-74.001253193,"(40.716344152, -74.001253193)"
"222681",452985801,"03/17/2015","21:00:00","","","07/21/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",13,"FRONT OF","RESIDENCE - APT. HOUSE","","","985,592","209,686",40.742224363,-73.995158522,"(40.742224363, -73.995158522)"
"280095",305940615,"03/17/2015","16:00:00","06/08/2015","10:05:00","06/10/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",17,"INSIDE","RESIDENCE - APT. HOUSE","","","990,728","210,734",40.745098591,-73.976623032,"(40.745098591, -73.976623032)"
"292282",267780677,"03/17/2015","12:00:00","03/19/2015","12:00:00","06/01/2015","109","GRAND LARCENY",403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","RESIDENCE - APT. HOUSE","","","997,943","222,499",40.777382268,-73.950560903,"(40.777382268, -73.950560903)"
"334579",822322981,"03/17/2015","11:00:00","03/17/2015","11:00:00","05/01/2015","109","GRAND LARCENY",432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",25,"INSIDE","RESIDENCE - APT. HOUSE","","","1,001,508","232,696",40.805364044,-73.937662763,"(40.805364044, -73.937662763)"
"341463",292438181,"03/17/2015","09:00:00","03/24/2015","09:00:00","04/26/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",6,"INSIDE","RESIDENCE - APT. HOUSE","","","986,291","206,049",40.732241562,-73.992637117,"(40.732241562, -73.992637117)"
"349579",218441358,"03/17/2015","16:42:00","","","04/20/2015","121","CRIMINAL MISCHIEF & RELATED OF",273,"TAMPERING 1,CRIMINAL","COMPLETED","FELONY","N.Y. TRANSIT POLICE","MANHATTAN",25,"","TRANSIT - NYC SUBWAY","","","1,000,414","230,243",40.7986333,-73.941620371,"(40.7986333, -73.941620371)"
"349580",345409823,"03/17/2015","12:00:00","03/20/2015","11:00:00","04/20/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","PUBLIC SCHOOL","","","986,131","218,090",40.765291116,-73.993211061,"(40.765291116, -73.993211061)"
"356585",304463840,"03/17/2015","06:00:00","","","04/15/2015","114","ARSON",263,"ARSON 2,3,4","COMPLETED","FELONY","OTHER","MANHATTAN",18,"INSIDE","HOTEL/MOTEL","","","988,095","215,517",40.758228256,-73.986122517,"(40.758228256, -73.986122517)"
"357995",804014841,"03/17/2015","14:00:00","04/11/2015","17:00:00","04/14/2015","112","THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","RESIDENCE - APT. HOUSE","","","997,820","223,788",40.780920423,-73.95100241,"(40.780920423, -73.95100241)"
"357996",503287222,"03/17/2015","14:00:00","03/17/2015","15:00:00","04/14/2015","109","GRAND LARCENY",437,"LARCENY,GRAND BY FALSE PROMISE-IN PERSON CONTACT","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",17,"INSIDE","RESIDENCE - APT. HOUSE","","","992,150","212,818",40.750817492,-73.971488738,"(40.750817492, -73.971488738)"
"359345",177883345,"03/17/2015","16:18:00","","","04/13/2015","109","GRAND LARCENY",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",9,"INSIDE","RESIDENCE - APT. HOUSE","","","989,136","203,619",40.725570691,-73.982373558,"(40.725570691, -73.982373558)"
"368137",333780852,"03/17/2015","18:00:00","04/02/2015","09:30:00","04/06/2015","351","CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",17,"","STREET","","","991,068","210,863",40.745452409,-73.975395878,"(40.745452409, -73.975395878)"
"368138",262912381,"03/17/2015","11:15:00","","","04/06/2015","113","FORGERY",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","COMPLETED","FELONY","N.Y. STATE PARKS","MANHATTAN",30,"","PARK/PLAYGROUND","","","997,531","240,601",40.827067928,-73.952012686,"(40.827067928, -73.952012686)"
"368141",706288710,"03/17/2015","09:00:00","03/30/2015","15:00:00","04/06/2015","340","FRAUDS",718,"FRAUD,UNCLASSIFIED-MISDEMEANOR","ATTEMPTED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",10,"INSIDE","RESIDENCE - APT. HOUSE","","","983,110","210,780",40.745227149,-74.004115596,"(40.745227149, -74.004115596)"
"371575",481215354,"03/17/2015","12:45:00","04/03/2015","17:00:00","04/03/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",34,"INSIDE","RESIDENCE - APT. HOUSE","","","1,002,644","250,694",40.854761099,-73.933510004,"(40.854761099, -73.933510004)"
"374394",711463714,"03/17/2015","09:30:00","03/31/2015","09:15:00","04/01/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",10,"","STREET","","","983,565","214,386",40.755124757,-74.002473913,"(40.755124757, -74.002473913)"
"375662",351976371,"03/17/2015","12:00:00","03/27/2015","15:30:00","03/31/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. HOUSING POLICE","MANHATTAN",19,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","999,359","224,280",40.782268336,-73.945444229,"(40.782268336, -73.945444229)"
"376928",150853408,"03/17/2015","19:00:00","03/18/2015","19:00:00","03/30/2015","109","GRAND LARCENY",424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",30,"INSIDE","RESIDENCE - APT. HOUSE","","","998,890","242,110",40.831207553,-73.947098865,"(40.831207553, -73.947098865)"
"378093",210988405,"03/17/2015","23:15:00","03/29/2015","17:40:00","03/29/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","COMMERCIAL BUILDING","","","988,696","216,220",40.760157529,-73.983952679,"(40.760157529, -73.983952679)"
"380473",773138040,"03/17/2015","14:30:00","03/27/2015","12:00:00","03/27/2015","341","PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","STREET","","","995,981","217,449",40.763524154,-73.9576538,"(40.763524154, -73.9576538)"
"383022",386309700,"03/17/2015","21:00:00","","","03/25/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",33,"INSIDE","RESIDENCE - APT. HOUSE","","","1,000,543","242,270",40.831643813,-73.941125256,"(40.831643813, -73.941125256)"
"383026",783783027,"03/17/2015","15:00:00","","","03/25/2015","109","GRAND LARCENY",402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",13,"INSIDE","RESIDENCE - APT. HOUSE","","","986,837","208,437",40.738795891,-73.990666122,"(40.738795891, -73.990666122)"
"383033",520631627,"03/17/2015","08:15:00","03/17/2015","09:15:00","03/25/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",20,"INSIDE","GYM/FITNESS FACILITY","","","989,789","224,230",40.782142277,-73.980000665,"(40.782142277, -73.980000665)"
"383036",179410833,"03/17/2015","04:30:00","03/17/2015","04:35:00","03/25/2015","109","GRAND LARCENY",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",19,"FRONT OF","STREET","","","997,036","223,624",40.780471455,-73.953833617,"(40.780471455, -73.953833617)"
"383039",410945642,"03/17/2015","01:00:00","03/17/2015","01:15:00","03/25/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",34,"","STREET","","","1,003,713","250,751",40.854915255,-73.929645571,"(40.854915255, -73.929645571)"
"384289",512327670,"03/17/2015","16:26:00","03/17/2015","16:27:00","03/24/2015","359","OFFENSES AGAINST PUBLIC ADMINI",748,"CONTEMPT,CRIMINAL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",20,"INSIDE","RESIDENCE - APT. HOUSE","","","987,416","220,409",40.771655803,-73.988571136,"(40.771655803, -73.988571136)"
"384294",275473006,"03/17/2015","10:00:00","03/24/2015","17:25:00","03/24/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",28,"INSIDE","RESIDENCE - APT. HOUSE","","","996,600","231,435",40.801911169,-73.955393569,"(40.801911169, -73.955393569)"
"384296",536439678,"03/17/2015","00:01:00","03/23/2015","23:55:00","03/24/2015","112","THEFT-FRAUD",739,"FRAUD,UNCLASSIFIED-FELONY","ATTEMPTED","FELONY","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","COMMERCIAL BUILDING","","","988,461","211,832",40.748113696,-73.984803708,"(40.748113696, -73.984803708)"
"385449",943262656,"03/17/2015","13:00:00","03/17/2015","13:30:00","03/23/2015","341","PETIT LARCENY",321,"LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",17,"FRONT OF","STREET","","","989,866","210,160",40.743523694,-73.979734379,"(40.743523694, -73.979734379)"
"386681",420627147,"03/17/2015","03:30:00","","","03/22/2015","359","OFFENSES AGAINST PUBLIC ADMINI",749,"VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",10,"INSIDE","RESIDENCE - PUBLIC HOUSING","","","984,134","212,015",40.748616987,-74.000420103,"(40.748616987, -74.000420103)"
"387817",198856398,"03/17/2015","21:35:00","","","03/21/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",13,"INSIDE","RESIDENCE - APT. HOUSE","","","991,289","205,214",40.729947127,-73.974604218,"(40.729947127, -73.974604218)"
"387819",476759496,"03/17/2015","16:45:00","03/17/2015","17:00:00","03/21/2015","126","MISCELLANEOUS PENAL LAW",198,"CRIMINAL CONTEMPT 1","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","COMMERCIAL BUILDING","","","987,796","213,706",40.753257646,-73.987202743,"(40.753257646, -73.987202743)"
"387820",178121593,"03/17/2015","16:30:00","03/17/2015","17:30:00","03/21/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",17,"INSIDE","HOTEL/MOTEL","","","992,914","214,930",40.756613682,-73.968728585,"(40.756613682, -73.968728585)"
"388865",608627254,"03/17/2015","22:45:00","03/17/2015","23:06:00","03/20/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","HOTEL/MOTEL","","","986,402","212,079",40.74879239,-73.992234678,"(40.74879239, -73.992234678)"
"388866",233444714,"03/17/2015","22:00:00","03/17/2015","23:00:00","03/20/2015","341","PETIT LARCENY",301,"LARCENY,PETIT BY ACQUIRING LOS","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",6,"INSIDE","RESTAURANT/DINER","","","984,302","206,427",40.733279314,-73.999813819,"(40.733279314, -73.999813819)"
"388868",108179433,"03/17/2015","20:30:00","03/18/2015","10:30:00","03/20/2015","109","GRAND LARCENY",418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",17,"FRONT OF","BAR/NIGHT CLUB","","","991,628","211,879",40.748240624,-73.973373772,"(40.748240624, -73.973373772)"
"388873",855809558,"03/17/2015","18:00:00","03/18/2015","08:30:00","03/20/2015","107","BURGLARY",213,"BURGLARY,COMMERCIAL,NIGHT","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","COMMERCIAL BUILDING","","","989,098","214,039",40.754171029,-73.982503147,"(40.754171029, -73.982503147)"
"388877",388536781,"03/17/2015","16:55:00","03/17/2015","17:00:00","03/20/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",30,"INSIDE","DRUG STORE","","","999,607","239,622",40.824377486,-73.944513634,"(40.824377486, -73.944513634)"
"388879",365714961,"03/17/2015","16:00:00","03/19/2015","20:30:00","03/20/2015","361","OFF. AGNST PUB ORD SENSBLTY &",639,"AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",13,"INSIDE","RESIDENCE - APT. HOUSE","","","988,430","210,219",40.743686429,-73.984916591,"(40.743686429, -73.984916591)"
"388886",303917273,"03/17/2015","11:00:00","","","03/20/2015","341","PETIT LARCENY",305,"LARCENY,PETIT BY CREDIT CARD U","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",9,"INSIDE","COMMERCIAL BUILDING","","","989,622","205,257",40.73006632,-73.980618842,"(40.73006632, -73.980618842)"
"388888",960974154,"03/17/2015","09:30:00","03/18/2015","14:00:00","03/20/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",20,"INSIDE","PUBLIC SCHOOL","","","988,503","221,442",40.774490663,-73.984646049,"(40.774490663, -73.984646049)"
"388890",956127520,"03/17/2015","06:54:00","03/17/2015","07:02:00","03/20/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",18,"INSIDE","CLOTHING/BOUTIQUE","","","991,014","217,494",40.763652863,-73.97558409,"(40.763652863, -73.97558409)"
"390104",861270318,"03/17/2015","22:40:00","03/17/2015","23:00:00","03/19/2015","359","OFFENSES AGAINST PUBLIC ADMINI",749,"VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",34,"FRONT OF","STREET","","","1,005,772","254,642",40.865590099,-73.922190099,"(40.865590099, -73.922190099)"
"390110",272634469,"03/17/2015","21:15:00","03/18/2015","06:30:00","03/19/2015","109","GRAND LARCENY",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",13,"FRONT OF","ATM","","","986,432","209,222",40.740950631,-73.992127332,"(40.740950631, -73.992127332)"
"390113",120612009,"03/17/2015","18:00:00","03/17/2015","18:20:00","03/19/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",30,"FRONT OF","CHAIN STORE","","","997,164","238,862",40.822295411,-73.953342128,"(40.822295411, -73.953342128)"
"390115",822357946,"03/17/2015","17:00:00","03/17/2015","17:10:00","03/19/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",23,"INSIDE","PUBLIC SCHOOL","","","999,562","229,195",40.795758343,-73.944700011,"(40.795758343, -73.944700011)"
"390116",342945751,"03/17/2015","16:50:00","03/17/2015","17:00:00","03/19/2015","109","GRAND LARCENY",406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",19,"","BUS (NYC TRANSIT)","","","993,306","219,527",40.769230872,-73.967307463,"(40.769230872, -73.967307463)"
"390123",597888774,"03/17/2015","15:54:00","03/18/2015","01:15:00","03/19/2015","341","PETIT LARCENY",307,"LARCENY,PETIT BY DISHONEST EMP","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","COMMERCIAL BUILDING","","","987,472","214,939",40.756642042,-73.988371577,"(40.756642042, -73.988371577)"
"390133",281945969,"03/17/2015","13:00:00","","","03/19/2015","359","OFFENSES AGAINST PUBLIC ADMINI",749,"VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",25,"INSIDE","RESIDENCE - APT. HOUSE","","","1,001,993","234,077",40.809153547,-73.935907215,"(40.809153547, -73.935907215)"
"390136",600666090,"03/17/2015","11:28:00","","","03/19/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","CHAIN STORE","","","998,964","222,096",40.776274499,-73.94687532,"(40.776274499, -73.94687532)"
"390137",179320237,"03/17/2015","11:00:00","","","03/19/2015","578","HARRASSMENT 2",637,"HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",6,"FRONT OF","STREET","","","986,176","205,173",40.729837183,-73.993052309,"(40.729837183, -73.993052309)"
"390140",733426044,"03/17/2015","09:02:00","03/17/2015","09:30:00","03/19/2015","114","ARSON",263,"ARSON 2,3,4","COMPLETED","FELONY","N.Y. HOUSING POLICE","MANHATTAN",25,"INSIDE","RESIDENCE - PUBLIC HOUSING","","LINCOLN","1,001,769","234,797",40.811130194,-73.936714506,"(40.811130194, -73.936714506)"
"390141",524838882,"03/17/2015","09:00:00","03/17/2015","10:00:00","03/19/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",26,"INSIDE","RESIDENCE - APT. HOUSE","","","995,761","234,022",40.809012904,-73.95841958,"(40.809012904, -73.95841958)"
"390144",761119180,"03/17/2015","08:30:00","03/19/2015","18:45:00","03/19/2015","351","CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",24,"FRONT OF","STREET","","","992,252","226,874",40.789397465,-73.971103866,"(40.789397465, -73.971103866)"
"391300",795001813,"03/17/2015","23:30:00","03/17/2015","23:45:00","03/18/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. TRANSIT POLICE","MANHATTAN",14,"","TRANSIT - NYC SUBWAY","","","987,636","212,439",40.749780113,-73.987780874,"(40.749780113, -73.987780874)"
"391306",603316540,"03/17/2015","23:15:00","","","03/18/2015","106","FELONY ASSAULT",106,"ASSAULT 2,1,PEACE OFFICER","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",17,"INSIDE","RESIDENCE - APT. HOUSE","","","990,491","210,546",40.744582749,-73.977478515,"(40.744582749, -73.977478515)"
"391307",273739953,"03/17/2015","23:11:00","03/17/2015","23:55:00","03/18/2015","340","FRAUDS",707,"IMPERSONATION 2, PUBLIC SERVAN","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",32,"FRONT OF","RESIDENCE - PUBLIC HOUSING","","","1,001,990","240,545",40.826906394,-73.935900956,"(40.826906394, -73.935900956)"
"391308",224763592,"03/17/2015","23:10:00","03/17/2015","23:12:00","03/18/2015","109","GRAND LARCENY",416,"LARCENY,GRAND FROM NIGHT CLUB, UNATTENDED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",9,"INSIDE","BAR/NIGHT CLUB","","","987,845","205,047",40.729490822,-73.987030512,"(40.729490822, -73.987030512)"
"391309",439548827,"03/17/2015","23:07:00","03/17/2015","23:55:00","03/18/2015","106","FELONY ASSAULT",105,"STRANGULATION 1ST","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",10,"INSIDE","RESIDENCE - APT. HOUSE","","","986,034","216,057",40.759711074,-73.99356177,"(40.759711074, -73.99356177)"
"391310",655604985,"03/17/2015","23:00:00","03/17/2015","23:10:00","03/18/2015","344","ASSAULT 3 & RELATED OFFENSES",101,"ASSAULT 3","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",18,"OPPOSITE OF","STREET","","","987,044","217,882",40.764719969,-73.989915229,"(40.764719969, -73.989915229)"
"391313",913678733,"03/17/2015","23:00:00","03/18/2015","00:05:00","03/18/2015","341","PETIT LARCENY",333,"LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","DRUG STORE","","","987,655","212,901",40.75104818,-73.987712067,"(40.75104818, -73.987712067)"
"391314",301211273,"03/17/2015","23:00:00","03/18/2015","00:45:00","03/18/2015","341","PETIT LARCENY",301,"LARCENY,PETIT BY ACQUIRING LOS","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",14,"INSIDE","CLOTHING/BOUTIQUE","","","988,058","214,775",40.75619167,-73.986256492,"(40.75619167, -73.986256492)"
"391319",375094186,"03/17/2015","23:00:00","03/17/2015","23:10:00","03/18/2015","341","PETIT LARCENY",339,"LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",9,"FRONT OF","STREET","","","989,155","202,897",40.723588965,-73.982305535,"(40.723588965, -73.982305535)"
"391328",463985546,"03/17/2015","22:45:00","","","03/18/2015","106","FELONY ASSAULT",109,"ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","N.Y. POLICE DEPT","MANHATTAN",23,"","STREET","","","999,924","226,848",40.789315827,-73.943398074,"(40.789315827, -73.943398074)"
"391341",351774530,"03/17/2015","22:15:00","03/17/2015","23:30:00","03/18/2015","341","PETIT LARCENY",343,"LARCENY,PETIT OF BICYCLE","ATTEMPTED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",13,"FRONT OF","STREET","","","984,732","208,134",40.737964597,-73.998262147,"(40.737964597, -73.998262147)"
"391343",641282912,"03/17/2015","22:00:00","03/17/2015","22:10:00","03/18/2015","578","HARRASSMENT 2",638,"HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","N.Y. POLICE DEPT","MANHATTAN",24,"INSIDE","RESIDENCE - APT. HOUSE","","","993,538","231,336",40.801643189,-73.96645357,"(40.801643189, -73.96645357)"
"391349",534165141,"03/17/2015","22:00:00","03/18/2015","12:30:00","03/18/2015","351","CRIMINAL MISCHIEF & RELATED OF",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","N.Y. HOUSING POLICE","MANHATTAN",25,"REAR OF","RESIDENCE - PUBLIC HOUSING","","WAGNER","1,003,396","230,824",40.800222029,-73.930848342,"(40.800222029, -73.930848342)"
"391351",635813188,"03/17/2015","21:30:00","03/18/2015","00:01:00","03/18/2015","341","PETIT LARCENY",338,"LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","N.Y. POLICE DEPT","MANHATTAN",19,"INSIDE","BAR/NIGHT CLUB","","","996,630","220,903",40.773003603,-73.955304618,"(40.773003603, -73.955304618)"
